101	1	-10	3.0344827586	5.5901189387	3	.03142857	.3594911387	-1.600894001	-.301904763	-.623386916	-.158821387	.3333333333	.9828780552	-1.442072614	.3333333333	.9828780552	-1.442072614
101	2	-9	4.6206896552	5.5352241537	3	.03142857	.3045963537	-.014687105	-.301904763	-.623386916	-.158821387	.3333333333	.9279832702	.1441342821	.3333333333	.9279832702	.1441342821
101	3	-8	2.8505747126	3.8883806038	3	.03142857	-1.342247196	-1.784802047	-.301904763	-.623386916	-.158821387	.3333333333	-.71886028	-1.62598066	.3333333333	-.71886028	-1.62598066
101	4	-7	6.398467433	5.3522415371	4	1.03142857	.1216137371	1.763090673	-.301904763	-.623386916	-.158821387	1.3333333333	.7450006535	1.9219120598	1.3333333333	.7450006535	1.9219120598
101	5	-6	2.5440613027	4.483074108	1	-1.96857143	-.747553692	-2.091315457	-.301904763	-.623386916	-.158821387	-1.666666667	-.124166776	-1.93249407	-1.666666667	-.124166776	-1.93249407
101	6	-5	5.1647509579	3.3394327539	2	-.96857143	-1.891195046	.5293741979	-.301904763	-.623386916	-.158821387	-.666666667	-1.26780813	.6881955847	-.666666667	-1.26780813	.6881955847
101	7	-4	2.7049808429	4.1354071363	3	.03142857	-1.095220664	-1.930395917	-.301904763	-.623386916	-.158821387	.3333333333	-.471833747	-1.77157453	.3333333333	-.471833747	-1.77157453
101	8	-3	5.0038314176	5.8005489478	4	1.03142857	.5699211478	.3684546576	-.301904763	-.623386916	-.158821387	1.3333333333	1.1933080643	.5272760445	1.3333333333	1.1933080643	.5272760445
101	9	-2	4.0996168582	5.4345837145	3	.03142857	.2039559145	-.535759902	-.301904763	-.623386916	-.158821387	.3333333333	.827342831	-.376938515	.3333333333	.827342831	-.376938515
101	10	-1	5.4712643678	4.8307410796	2	-.96857143	-.39988672	.8358876078	-.301904763	-.623386916	-.158821387	-.666666667	.2235001961	.9947089947	-.666666667	.2235001961	.9947089947
101	11	0	5.7011494253	3.3668801464	2	-.96857143	-1.863747654	1.0657726653	-.301904763	-.623386916	-.158821387	-.666666667	-1.240360737	1.2245940522	-.666666667	-1.240360737	1.2245940522
101	12	1	5.8850574713	5.0045745654	1	-1.96857143	-.226053235	1.2496807113	-.301904763	-.623386916	-.158821387	-1.666666667	.3973336819	1.4085020982	-1.666666667	.3973336819	1.4085020982
101	13	2	4.8965517241	4.6203110704	3	.03142857	-.61031673	.2611749641	-.301904763	-.623386916	-.158821387	.3333333333	.0130701869	.419996351	.3333333333	.0130701869	.419996351
101	14	3	4.8582375479	3.3119853614	4	1.03142857	-1.918642439	.2228607879	-.301904763	-.623386916	-.158821387	1.3333333333	-1.295255522	.3816821748	1.3333333333	-1.295255522	.3816821748
101	15	4	3.9923371648	5.0228728271	0	-2.96857143	-.207754973	-.643039595	-.301904763	-.623386916	-.158821387	-2.666666667	.4156319435	-.484218208	-2.666666667	.4156319435	-.484218208
101	16	5	3.2413793103	4.8215919488	1	-1.96857143	-.409035851	-1.39399745	-.301904763	-.623386916	-.158821387	-1.666666667	.2143510652	-1.235176063	-1.666666667	.2143510652	-1.235176063
101	17	6	4.214559387	4.7209515096	1	-1.96857143	-.50967629	-.420817373	-.301904763	-.623386916	-.158821387	-1.666666667	.1137106261	-.261995986	-1.666666667	.1137106261	-.261995986
101	18	7	4.398467433	4.592863678	3	.03142857	-.637764122	-.236909327	-.301904763	-.623386916	-.158821387	.3333333333	-.014377206	-.07808794	.3333333333	-.014377206	-.07808794
101	19	8	4.7203065134	4.0073193047	4	1.03142857	-1.223308495	.0849297534	-.301904763	-.623386916	-.158821387	1.3333333333	-.599921579	.2437511403	1.3333333333	-.599921579	.2437511403
101	20	9	4.7509578544	4.9222323879	4	1.03142857	-.308395412	.1155810944	-.301904763	-.623386916	-.158821387	1.3333333333	.3149915044	.2744024813	1.3333333333	.3149915044	.2744024813
101	21	10	5.4559386973	3.9707227813	5	2.03142857	-1.259905019	.8205619373	-.301904763	-.623386916	-.158821387	2.3333333333	-.636518102	.9793833242	2.3333333333	-.636518102	.9793833242
102	1	-10	4.5670498084	4.3458371455	5	2.03142857	-.884790655	-.068326952	.3171428557	.6300440076	-.317551546	1.7142857143	-1.514834662	.2492245941	1.7142857143	-1.514834662	.2492245941
102	2	-9	3.724137931	7.6212259835	3	.03142857	2.3905981835	-.911238829	.3171428557	.6300440076	-.317551546	-.285714286	1.7605541759	-.593687283	-.285714286	1.7605541759	-.593687283
102	3	-8	3.4099616858	8.3806038426	4	1.03142857	3.1499760426	-1.225415074	.3171428557	.6300440076	-.317551546	.7142857143	2.519932035	-.907863529	.7142857143	2.519932035	-.907863529
102	4	-7	4.2068965517	5.9835315645	4	1.03142857	.7529037645	-.428480208	.3171428557	.6300440076	-.317551546	.7142857143	.1228597569	-.110928663	.7142857143	.1228597569	-.110928663
102	5	-6	5.4252873563	7.2186642269	4	1.03142857	1.9880364269	.7899105963	.3171428557	.6300440076	-.317551546	.7142857143	1.3579924193	1.1074621419	.7142857143	1.3579924193	1.1074621419
102	6	-5	3.3103448276	5.0594693504	4	1.03142857	-.17115845	-1.325031932	.3171428557	.6300440076	-.317551546	.7142857143	-.801202457	-1.007480387	.7142857143	-.801202457	-1.007480387
102	7	-4	4.7432950192	4.1994510522	3	.03142857	-1.031176748	.1079182592	.3171428557	.6300440076	-.317551546	-.285714286	-1.661220755	.4254698048	-.285714286	-1.661220755	.4254698048
102	8	-3	5.5019157088	7.4107959744	3	.03142857	2.1801681744	.8665389488	.3171428557	.6300440076	-.317551546	-.285714286	1.5501241668	1.1840904944	-.285714286	1.5501241668	1.1840904944
102	9	-2	4.5287356322	5.791399817	4	1.03142857	.560772017	-.106641128	.3171428557	.6300440076	-.317551546	.7142857143	-.069271991	.2109104178	.7142857143	-.069271991	.2109104178
102	10	-1	4.4904214559	5.6358645929	3	.03142857	.4052367929	-.144955304	.3171428557	.6300440076	-.317551546	-.285714286	-.224807215	.1725962416	-.285714286	-.224807215	.1725962416
102	11	0	3.3256704981	4.8124428179	2	-.96857143	-.418184982	-1.309706262	.3171428557	.6300440076	-.317551546	-1.285714286	-1.04822899	-.992154716	-1.285714286	-1.04822899	-.992154716
